"OptionSet","Exploit","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability4",0.0106,0,0.0106021,0.142639,1,1,1,1,0.86699,0.109164,,,1.91307E-34,,,,,0,0,1,0.00562904,8.21914,10.5809,8.21914,10.5809,1.2,0.0157613,0,0.0157613,0.0441317,0,0,0,1.9131E-34,0.5,0,0,0,0,0,4,1,1,0,0,1.91307E-34,0,0,0.994371,0.005629
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability3",0.0374,0,0.0374442,0.195523,1,1,1,1,0.685364,0.10947,,,4.99727E-18,,,,,0.636386,0,0.363614,0.0910515,9.26714,9.91469,9.26714,9.91469,0.818169,0.283617,0,0.283617,0.316839,0,0,0,4.9973E-18,0.5,0.636386,0,0,0,0,3,1,1,0,0,4.99727E-18,0.636386,0,0.330507,0.0331076
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability2",0.0798,0,0.0797892,0.233008,0.948401,0.948401,1,1,0.654467,0.109448,,,6.97525E-17,,,,,0.795265,0,0.153136,0.459834,9.72519,9.61388,9.72519,9.61388,0.660922,0.435747,0,0.435747,0.623643,0,0,0,6.9752E-17,0.174132,0.795265,0,0,0,0,2,0.948401,0.948401,0.051599,0,6.97525E-17,0.795265,0,0.0827187,0.0704169
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability1",0.1226,0,0.122605,0.254476,0.487593,0.487593,1,1,0.649093,0.131658,,,3.99784E-17,,,,,0.423516,0.0640774,3.52E-17,0.0599897,9.9178,9.78964,9.9178,9.78964,0.292556,0.210355,0,0.210355,0.146407,0,0,0,3.9978E-17,0.176787,0.423516,0.0640774,0,0,0,1,0.487593,0.487593,0.512407,0,3.99784E-17,0.423516,0.0640774,3.3099E-17,2.112E-18
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability0",0.1439,0,0.143909,0.264361,0.225815,0.200674,1,1,0.618063,0.164188,,,0.00240656,,,,,0.134911,0.00053542,1.73E-17,0.393896,9.99055,9.88151,9.99055,9.88151,0.127947,0.118493,0,0.118493,0.095639,0,0,0,0.00240656,0.5,0.166322,0.0319459,0.0628209,0,0,0,0.225815,0.200674,0.774185,0.0251413,0.00240656,0.134911,0.00053542,1.0471E-17,6.805E-18
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-1",0.0742,0,0.0742194,0.372063,0.156949,0.109772,1,1,0.634224,0.277083,,,0.00336606,,,,,5.42467E-21,1.08158E-17,0,,10.055,9.86501,10.055,9.86501,0.0800163,0.134994,0,0.134994,0.144032,0,0,0,0.00336606,0.5,0.053203,0.053203,0.106406,0,0,-1,0.156949,0.109772,0.843051,0.0471766,0.00336606,5.42467E-21,1.08158E-17,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-2",0.0248,0,0.0248087,0.52003,0.100066,0.0020866,1,1,0.63471,0.321334,,,0.000280446,,,,,1.26629E-20,1.92178E-19,1.52E-36,0.984818,10.069,9.90035,10.069,9.90035,0.0306457,0.0996483,0,0.0996483,0.099766,0,0,0,0.00028045,0.5,0.000903078,0.000903078,0.00180616,0,0,-2,0.100066,0.0020866,0.899934,0.097979,0.000280446,1.26629E-20,1.92178E-19,2.3100E-38,1.498E-36
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-3",0.0058,0,0.00580412,0.657085,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,-3,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-4",0.0008,0,0.000819528,0.780691,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,-4,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability0",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 1",0.1748,0,0.17483,0.318051,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.27448,0.27448,0,0.27448,0,0,0,,0,0,0,0.27448,0,-1.16181,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 2",0.2123,0,0.21228,0.402076,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.377993,0.377993,0,0.377993,0,0,0,,0,0,0,0.377993,0,-0.54831,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 3",0.2258,0,0.22578,0.499996,0.902643,0.726347,1,1,0.63471,0.153208,,,0.00594966,,,,,0.537316,1.87696E-17,6.88E-17,0.191715,10,9.51128,10,9.51128,0.488697,0.183153,0.393337,0.57649,0.085601,0.422902,0,0,0.00594966,0.5,0.628857,0.0915407,0.183081,0.499996,0,2E-05,0.902643,0.726347,0.0973569,0.176296,0.00594966,0.537316,1.87696E-17,5.5579E-17,1.318E-17
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 4",0.2123,0,0.21228,0.597924,1,0.710525,1,1,0.581588,0.170572,,,0.0103337,,,,,0.45247,0,0,,10.1185,9.36834,10.1185,9.36834,0.513157,0.177955,0.428886,0.606842,0.0934806,0.441475,0,0,0.0103337,0.5,0.576331,0.123861,0.247721,0.622007,0,0.54831,1,0.710525,0,0.289475,0.0103337,0.45247,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 5",0.1748,0,0.17483,0.681949,1,0.613961,1,1,0.86699,0.189028,,,2.49664E-18,,,,,0,0.290001,0.32396,0.323841,10.2468,9.07464,10.2468,9.07464,0.678564,0.381482,0.323578,0.70506,0.64133,0.448541,0,0,2.4966E-18,0.678901,0,0.290001,0,0.72552,0,1.16181,1,0.613961,0,0.386039,2.49664E-18,0,0.290001,0.219048,0.104912
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 1",0.2137,0,0.213659,0.12847,0.363136,0.363136,1,1,0.651437,0.109164,,,2.53798E-17,,,,,0.309678,0,0.053457,0.00689138,9.81213,9.93792,9.81213,9.93792,0.249956,0.0879972,0.0711198,0.159117,0.0285949,0.0976062,0,0,2.5380E-17,0.148863,0.309678,0,0,0.0586162,0,1.28737,0.363136,0.363136,0.636864,0,2.53798E-17,0.309678,0,0.053089,0.0003684
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 2",0.1989,0,0.198895,0.284476,0.460787,0.460787,1,1,0.661068,0.110006,,,3.34299E-17,,,,,0.371611,0,0.089175,0.132142,9.76807,9.90196,9.76807,9.90196,0.329977,0.116498,0.230739,0.347237,0.0935672,0.336353,0,0,3.3430E-17,0.204758,0.371611,0,0,0.186556,0,0.575425,0.460787,0.460787,0.539213,0,3.34299E-17,0.371611,0,0.0773915,0.0117838
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 3",0.1749,0,0.174895,0.5,0.599036,0.599036,1,1,0.676135,0.109179,,,2.98781E-17,,,,,0.441914,0,0.157122,0.579308,9.89408,9.65222,9.89408,9.65222,0.453694,0.260428,0.560267,0.820694,0.462025,0.791758,0,0,2.9878E-17,0.151955,0.441914,0,0,0.5,0,-2.79634E-16,0.599036,0.599036,0.400964,0,2.98781E-17,0.441914,0,0.0660998,0.0910218
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 4",0.1989,0,0.198895,0.715524,0.72685,0.72685,1,1,0.694215,0.276674,,,0.0161,,,,,0,0.247687,0,,10.2692,9.29468,10.2692,9.29468,0.43611,0.240764,0.589437,0.830201,0.179903,0.57765,0,0,0.0161,0.5,0.231531,0.479218,0.463063,0.813444,0,-0.575425,0.72685,0.72685,0.27315,0,0.0161,0,0.247687,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 5",0.2137,0,0.213657,0.87153,0.806615,0.0168198,1,1,0.708268,0.321334,,,0.00156673,,,,,5.71488E-20,0.00672724,6.07E-20,0.997356,10.5596,9.19339,10.5596,9.19339,0.24703,0.0487546,0.41346,0.462214,0.0467459,0.256139,0,0,0.00156673,0.5,0.00426292,0.0109902,0.00852583,0.941384,0,-1.28736,0.806615,0.0168198,0.193385,0.789795,0.00156673,5.71488E-20,0.00672724,1.6050E-22,6.055E-20
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PDoesntFile",0.4091,0,0.409091,0.371429,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.340311,0.340311,0,0.340311,0,0,0,,0,0,0,0.340311,0,-0.781034,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","P Files",0.5909,0,0.590909,0.58901,1,0.714431,1,1,0.67479,0.168519,,,0.0059856,,,,,0.36785,0.0858016,0.095849,0.323841,10.1156,9.31256,10.1156,9.31256,0.571839,0.246778,0.381501,0.628279,0.256037,0.434292,0,0,0.0059856,0.5,0.447323,0.165274,0.158946,0.610553,0,0.540724,1,0.714431,0,0.285569,0.0059856,0.36785,0.0858016,0.064809,0.0310398
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DDoesntAnswer",0.1687,0,0.168745,0.874566,1,0,1,1,,,,,0,,,,,0,0,0,,10.7,9,10.7,9,0.3,0.0565955,0.283021,0.339617,0.0565955,0.0849064,0,0,0,,0,0,0,0.943404,0,-0.835923,1,0,0,1,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","D Answers",0.4222,0,0.422164,0.474869,1,1,1,1,0.67479,0.168519,,,0.00837813,,,,,0.514885,0.120098,0.134161,0.323841,9.882,9.4375,9.882,9.4375,0.680497,0.322796,0.420865,0.743661,0.335757,0.573947,0,0,0.00837813,0.5,0.626124,0.231337,0.222478,0.477507,0,1.09099,1,1,0,0,0.00837813,0.514885,0.120098,0.0907141,0.0434469
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Settles1",0.0035,0,0.00353694,0.733209,1,1,1,1,0.5,0.5,,,1,,,,,0,0,0,,10.2,9.2,10.2,9.2,0.6,0.136414,0.663586,0.8,0.109131,0.530869,0,0,1,0.5,0,0,0,0.829483,0,-0.474437,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DoesntSettle1",0.4186,0,0.418627,0.472686,1,1,1,1,0.676267,0.165718,,,0,,,,,0.519235,0.121112,0.135295,0.323841,9.87932,9.43951,9.87932,9.43951,0.681177,0.324371,0.418814,0.743185,0.337672,0.574311,0,0,0,,0.631414,0.233292,0.224358,0.474533,0,1.10422,1,1,0,0,0,0.519235,0.121112,0.0914806,0.043814
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PAbandons1",0.2174,0,0.217366,0.323366,1,1,1,1,0.611236,0.109456,,,0,,,,,1,0,0,,9.7,9.7,9.7,9.7,0.6,0.218925,0.351325,0.57025,0.0656775,0.456722,0,0,0,,1,0,0,0.27025,0,1.39071,1,1,0,0,0,1,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PDoesntAbandon1",0.2013,0,0.201261,0.633954,1,1,1,1,0.746501,0.226483,,,0,,,,,0,0.251916,0.281415,0.323841,10.073,9.15817,10.073,9.15817,0.768849,0.438254,0.491704,0.929958,0.631431,0.701308,0,0,0,,0.233334,0.48525,0.466669,0.695163,0,0.794796,1,1,0,0,0,0,0.251916,0.190281,0.0911339
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DDefaults1",0.0507,0,0.0507009,0.745101,1,1,1,1,0.86699,0.27794,,,0,,,,,0,1,0,,10.7,8.7,10.7,8.7,0.6,0.456472,0.253059,0.70953,0.340355,0.0759176,0,0,0,,0,1,0,0.843528,0,0.971651,1,1,0,0,0,0,1,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DDoesntDefault1",0.1506,0,0.15056,0.596526,1,1,1,1,0.705926,0.209155,,,0,,,,,0,0,0.376181,0.323841,9.86184,9.31246,9.86184,9.31246,0.825709,0.43212,0.572067,1.00419,0.729451,0.911908,0,0,0,,0.311909,0.311909,0.623819,0.645201,0,0.73524,1,1,0,0,0,0,0,0.254358,0.121823
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","POrDQuits1",0.2681,0,0.268067,0.403131,1,1,1,1,0.659608,0.141322,,,0,,,,,0.810864,0.189136,0,,9.88914,9.51086,9.88914,9.51086,0.6,0.263854,0.332739,0.596593,0.117629,0.384698,0,0,0,,0.810864,0.189136,0,0.378677,0,1.31145,1,1,0,0,0,0.810864,0.189136,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","P Loses",0.0383,0,0.0382962,0.302065,1,1,1,1,0.86699,0.109507,,,0,,,,,0,0,1,0,8.2,10.6,8.2,10.6,1.2,0,0.641809,0.641809,0,1.79706,0,0,0,,0,0,0,0.229217,0,2.99432,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","P Wins",0.0183,0,0.0183417,0.575136,1,1,1,1,0.86699,0.109285,,,0,,,,,0,0,1,1,11.6,7.2,11.6,7.2,1.2,2.17717,0,2.17717,4.97497,0,0,0,0,,0,0,0,0.622833,0,2.13636,1,1,0,0,0,0,0,0,1
