"OptionSet","Exploit","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-3",0.0374,0,0.0374442,0.804477,0.636386,0.240855,1,1,0.658182,0.276264,,,0.00970176,,,,,4.24647E-17,7.8961E-17,1.59E-32,0.995519,10.4205,9.44791,10.4205,9.44791,0.131586,0.0173365,0.5795,0.596836,0.00260047,0.532063,0,0,0.00970176,0.5,0.115577,0.115577,0.231153,1,0,-3,0.636386,0.240855,0.363614,0.395531,0.00970176,4.24647E-17,7.8961E-17,7.1419E-35,1.587E-32
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-4",0.0106,0,0.0106021,0.857361,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,1,1,0,1,0,0,0,,0,0,0,1,0,-4,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability4",0.0106,0,0.0106021,0.142639,1,1,1,1,0.895162,0.1,,,2.057E-34,,,,,0,0,1,0.00562904,9.2607,10.1393,9.2607,10.1393,0.6,0.0098508,0,0.00985082,0.0172389,0,0,0,2.057E-34,0.5,0,0,0,0,0,4,1,1,0,0,2.057E-34,0,0,0.994371,0.005629
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability3",0.0374,0,0.0374442,0.195523,1,1,1,1,0.889594,0.100283,,,1.10131E-34,,,,,0,0,1,0.0359591,9.31832,10.0817,9.31832,10.0817,0.6,0.0629284,0,0.0629284,0.110125,0,0,0,1.1013E-34,0.5,0,0,0,0,0,3,1,1,0,0,1.10131E-34,0,0,0.964041,0.0359591
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability2",0.0798,0,0.0797892,0.233008,1,1,1,1,0.772541,0.100407,,,1.77798E-18,,,,,0.413774,0,0.586226,0.160909,9.67749,9.84664,9.67749,9.84664,0.475868,0.227142,0,0.227142,0.298192,0,0,0,1.778E-18,0.5,0.413774,0,0,0,0,2,1,1,0,0,1.77798E-18,0.413774,0,0.491897,0.0943289
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability1",0.1226,0,0.122605,0.254476,1,1,1,1,0.710493,0.101474,,,2.29451E-16,,,,,0.720861,0.0640774,0.215062,0.312921,9.91291,9.72258,9.91291,9.72258,0.364519,0.299588,0,0.299588,0.30706,0,0,0,2.2945E-16,0.102735,0.720861,0.0640774,0,0,0,1,1,1,0,0,2.29451E-16,0.720861,0.0640774,0.147764,0.0672973
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability0",0.1439,0,0.143909,0.264361,0.546703,0.530744,1,1,0.693626,0.106045,,,1.45091E-16,,,,,0.423023,0.0749455,0.032776,0.393729,10.0138,9.8148,10.0138,9.8148,0.17145,0.188183,0,0.188183,0.164113,0,0,0,1.4509E-16,0.116436,0.423023,0.0749455,0,0,0,0,0.546703,0.530744,0.453297,0.0159588,1.45091E-16,0.423023,0.0749455,0.0198711,0.0129048
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-1",0.0742,0,0.0742194,0.372063,0.442095,0.412149,1,1,0.671452,0.113428,,,1.32776E-16,,,,,0.273415,0.0446597,1.21E-16,0.382875,10.0553,9.81653,10.0553,9.81653,0.128137,0.183465,0,0.183465,0.158425,0,0,0,1.3278E-16,0.133812,0.320452,0.091697,0.0940745,0,0,-1,0.442095,0.412149,0.557905,0.029946,1.32776E-16,0.273415,0.0446597,7.4639E-17,4.631E-17
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-2",0.0248,0,0.0248087,0.52003,0.384846,0.315944,1,1,0.659623,0.138044,,,0.0017794,,,,,5.49786E-18,0.00920081,2.04E-18,0.984818,10.1737,9.72113,10.1737,9.72113,0.105119,0.278866,0,0.278866,0.28691,0,0,0,0.0017794,0.5,0.152482,0.161683,0.304964,0,0,-2,0.384846,0.315944,0.615154,0.0689015,0.0017794,5.49786E-18,0.00920081,3.0904E-20,2.005E-18
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-3",0.0058,0,0.00580412,0.657085,0.289943,0.109736,1,1,0.658182,0.276264,,,0.00442021,,,,,1.93473E-17,3.59753E-17,7.26E-33,0.981203,10.1916,9.74846,10.1916,9.74846,0.0599518,0.251535,0,0.251535,0.252899,0,0,0,0.00442021,0.5,0.0526577,0.0526577,0.105315,0,0,-3,0.289943,0.109736,0.710057,0.180207,0.00442021,1.93473E-17,3.59753E-17,1.3651E-34,7.126E-33
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-4",0.0008,0,0.000819528,0.780691,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,-4,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","High Quality",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability0",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 1",0.1748,0,0.17483,0.318051,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.27448,0.27448,0,0.27448,0,0,0,,0,0,0,0.27448,0,-1.16181,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 2",0.2123,0,0.21228,0.402076,1,0.925305,1,1,0.658182,0.111838,,,0.00183216,,,,,0.7287,7.79393E-17,3.11E-16,0.140005,10.023,9.68821,10.023,9.68821,0.288796,0.12699,0.284132,0.411122,0.0433433,0.30374,0,0,0.00183216,0.5,0.826086,0.0973864,0.194773,0.377993,0,-0.54831,1,0.925305,0,0.0746951,0.00183216,0.7287,7.79393E-17,2.6714E-16,4.349E-17
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 3",0.2258,0,0.22578,0.499996,1,0.876024,1,1,0.669032,0.119555,,,0.00320171,,,,,0.464732,0.061567,0.130538,0.191676,10.1144,9.56508,10.1144,9.56508,0.320565,0.144373,0.308415,0.452788,0.095099,0.333501,0,0,0.00320171,0.5,0.572725,0.16956,0.215985,0.499996,0,2E-05,1,0.876024,0,0.123976,0.00320171,0.464732,0.061567,0.105517,0.025021
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 4",0.2123,0,0.21228,0.597924,1,0.816252,1,1,0.886412,0.129747,,,3.20523E-17,,,,,0,0.363782,0.45247,0.253652,10.3441,9.24771,10.3441,9.24771,0.408179,0.247595,0.189621,0.437216,0.263701,0.215086,0,0,3.2052E-17,0.877975,0,0.363782,0,0.622007,0,0.54831,1,0.816252,0,0.183748,3.20523E-17,0,0.363782,0.3377,0.11477
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 5",0.1748,0,0.17483,0.681949,1,0.754957,1,1,0.895162,0.141461,,,4.10447E-17,,,,,0,0.430997,0.32396,0.323841,10.531,9.10857,10.531,9.10857,0.360432,0.248974,0.179362,0.428336,0.249586,0.167491,0,0,4.1045E-17,0.890052,0,0.430997,0,0.72552,0,1.16181,1,0.754957,0,0.245043,4.10447E-17,0,0.430997,0.219048,0.104912
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 1",0.2137,0,0.213659,0.12847,0.67739,0.67739,1,1,0.72049,0.1,,,1.37594E-16,,,,,0.458303,0,0.219088,0.00553898,9.76924,9.96181,9.76924,9.96181,0.268943,0.066571,0.0730455,0.139617,0.0127256,0.0963759,0,0,1.3759E-16,0.104777,0.458303,0,0,0.0586162,0,1.28737,0.67739,0.67739,0.32261,0,1.37594E-16,0.458303,0,0.217874,0.0012135
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 2",0.1989,0,0.198895,0.284476,0.752313,0.752313,1,1,0.738564,0.100777,,,1.24587E-16,,,,,0.450751,0,0.301562,0.111796,9.77027,9.91357,9.77027,9.91357,0.316162,0.0986861,0.220203,0.318889,0.0725871,0.298943,0,0,1.2459E-16,0.100639,0.450751,0,0,0.186556,0,0.575425,0.752313,0.752313,0.247687,0,1.24587E-16,0.450751,0,0.267848,0.0337134
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 3",0.1749,0,0.174895,0.5,0.842878,0.842878,1,1,0.765066,0.101048,,,1.03335E-16,,,,,0.411923,0,0.430956,0.549137,10.0646,9.55321,10.0646,9.55321,0.38215,0.296404,0.440967,0.737371,0.355657,0.581378,0,0,1.0333E-16,0.106212,0.411923,0,0,0.5,0,1.18034E-15,0.842878,0.842878,0.157122,0,1.03335E-16,0.411923,0,0.194302,0.236654
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 4",0.1989,0,0.198895,0.715524,0.910825,0.910825,1,1,0.792766,0.116878,,,7.66933E-17,,,,,0,0.567625,0,,10.6026,9.12415,10.6026,9.12415,0.273247,0.247274,0.317163,0.564437,0.187965,0.263265,0,0,7.6693E-17,0.113539,0.1716,0.739225,0.3432,0.813444,0,-0.575425,0.910825,0.910825,0.0891754,0,7.66933E-17,0,0.567625,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 5",0.2137,0,0.213657,0.87153,0.946542,0.358241,1,1,0.812194,0.276264,,,0.00520373,,,,,1.84214E-17,0.250766,6.14E-17,0.996936,10.7508,9.05346,10.7508,9.05346,0.195717,0.0972068,0.233732,0.330938,0.0633815,0.133916,0,0,0.00520373,0.5,0.0511356,0.301902,0.102271,0.941384,0,-1.28736,0.946542,0.358241,0.0534579,0.588301,0.00520373,1.84214E-17,0.250766,1.8820E-19,6.123E-17
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","PDoesntFile",0.1748,0,0.17483,0.318051,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.27448,0.27448,0,0.27448,0,0,0,,0,0,0,0.27448,0,-1.16181,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","P Files",0.8252,0,0.82517,0.538549,1,0.847674,1,1,0.762505,0.124046,,,0.00134737,,,,,0.314621,0.201747,0.220756,0.265448,10.2382,9.41839,10.2382,9.41839,0.343378,0.188618,0.244265,0.432882,0.15789,0.260209,0,0,0.00134737,0.5,0.369223,0.256349,0.109204,0.54778,0,0.24616,1,0.847674,0,0.152326,0.00134737,0.314621,0.201747,0.162157,0.0585992
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","DDoesntAnswer",0.1257,0,0.125695,0.872641,1,0,1,1,,,,,0,,,,,0,0,0,,10.85,9,10.85,9,0.15,0.0578743,0.141319,0.199193,0.0578743,0.0211978,0,0,0,,0,0,0,0.942126,0,-1.13416,1,0,0,1,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","D Answers",0.6995,0,0.699475,0.478513,1,1,1,1,0.762505,0.124046,,,0.00158949,,,,,0.371158,0.238,0.260425,0.265448,10.1283,9.49357,10.1283,9.49357,0.378128,0.212112,0.262764,0.474876,0.175862,0.303159,0,0,0.00158949,0.5,0.435571,0.302414,0.128827,0.476917,0,0.494201,1,1,0,0,0.00158949,0.371158,0.238,0.191296,0.0691293
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Settles1",0.0011,0,0.00111181,0.865238,1,1,1,1,0.5,0.5,,,1,,,,,0,0,0,,10.35,9.35,10.35,9.35,0.3,0.0408073,0.609193,0.65,0.0265247,0.395975,0,0,1,0.5,0,0,0,0.93722,0,-2.34982,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","DoesntSettle1",0.6984,0,0.698364,0.477897,1,1,1,1,0.762922,0.123448,,,0,,,,,0.371749,0.238379,0.26084,0.265448,10.1279,9.4938,10.1279,9.4938,0.378252,0.212385,0.262213,0.474597,0.1761,0.303011,0,0,0,,0.436265,0.302895,0.129032,0.476184,0,0.498728,1,1,0,0,0,0.371749,0.238379,0.1916,0.0692394
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","PAbandons1",0.2596,0,0.259616,0.281855,1,1,1,1,0.646983,0.100559,,,0,,,,,1,0,0,,9.85,9.85,9.85,9.85,0.3,0.117038,0.252712,0.36975,0.0175556,0.290619,0,0,0,,1,0,0,0.21975,0,0.503839,1,1,0,0,0,1,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","PDoesntAbandon1",0.4387,0,0.438748,0.5939,1,1,1,1,0.831526,0.136991,,,0,,,,,0,0.379433,0.415184,0.265448,10.2924,9.28303,10.2924,9.28303,0.424555,0.268803,0.267834,0.536638,0.269914,0.310344,0,0,0,,0.102692,0.482125,0.205383,0.627921,0,0.495704,1,1,0,0,0,0,0.379433,0.304974,0.11021
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","DDefaults1",0.1665,0,0.166475,0.777395,1,1,1,1,0.883684,0.168174,,,0,,,,,0,1,0,,10.85,8.85,10.85,8.85,0.3,0.283259,0.130011,0.41327,0.195737,0.0195017,0,0,0,,0,1,0,0.866741,0,0.0472908,1,1,0,0,0,0,1,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","DDoesntDefault1",0.2723,0,0.272273,0.481706,1,1,1,1,0.799635,0.117925,,,0,,,,,0,0,0.669039,0.265448,9.95149,9.5478,9.95149,9.5478,0.500712,0.259965,0.352103,0.612068,0.315268,0.488173,0,0,0,,0.16548,0.16548,0.330961,0.4819,0,0.769877,1,1,0,0,0,0,0,0.491444,0.177595
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","POrDQuits1",0.4261,0,0.426091,0.475464,1,1,1,1,0.739463,0.126977,,,0,,,,,0.609296,0.390704,0,,10.2407,9.4593,10.2407,9.4593,0.3,0.181981,0.204772,0.386753,0.0871718,0.184692,0,0,0,,0.609296,0.390704,0,0.472532,0,0.325464,1,1,0,0,0,0.609296,0.390704,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","P Loses",0.1338,0,0.133807,0.277248,1,1,1,1,0.874654,0.100575,,,0,,,,,0,0,1,0,9.25,10.15,9.25,10.15,0.6,0,0.352366,0.352366,0,0.616641,0,0,0,,0,0,0,0.201352,0,2.20209,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","P Wins",0.0484,0,0.0483543,0.564896,1,1,1,1,0.880372,0.101005,,,0,,,,,0,0,1,1,11.15,8.25,11.15,8.25,0.6,1.14377,0,1.14377,1.54694,0,0,0,0,,0,0,0,0.606226,0,1.41189,1,1,0,0,0,0,0,0,1
