"OptionSet","Exploit","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-4",0.0106,0,0.0106021,0.857361,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,1,1,0,1,0,0,0,,0,0,0,1,0,-4,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability4",0.0106,0,0.0106021,0.142639,1,1,1,1,0.89142,0.1,,,0,,,,,0,0,1,0.00562904,9.11238,10.2876,9.11238,10.2876,0.6,0.0106952,0,0.0106952,0.0203208,0,0,0,0,,0,0,0,0,0,4,1,1,0,0,0,0,0,0.994371,0.005629
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability3",0.0374,0,0.0374442,0.195523,1,1,1,1,0.881278,0.104132,,,0,,,,,0,0,1,0.0359591,9.17911,10.2209,9.17911,10.2209,0.6,0.0683222,0,0.0683222,0.129812,0,0,0,0,,0,0,0,0,0,3,1,1,0,0,0,0,0,0.964041,0.0359591
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability2",0.0798,0,0.0797892,0.233008,1,1,1,1,0.756879,0.1036,,,0,,,,,0.529999,0,0.470001,0.199819,9.70411,9.85489,9.70411,9.85489,0.441,0.257939,0,0.257939,0.350959,0,0,0,0,,0.529999,0,0,0,0,2,1,1,0,0,0,0.529999,0,0.376086,0.0939152
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability1",0.1226,0,0.122605,0.254476,0.733142,0.733142,1,1,0.702146,0.11567,,,1.36458E-17,,,,,0.520897,0.0640774,0.148168,0.427113,9.98221,9.7534,9.98221,9.7534,0.264393,0.272064,0,0.272064,0.324919,0,0,0,1.3646E-17,0.1,0.520897,0.0640774,0,0,0,1,0.733142,0.733142,0.266858,0,1.36458E-17,0.520897,0.0640774,0.0848832,0.0632843
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability0",0.1439,0,0.143909,0.264361,0.377349,0.371212,1,1,0.684469,0.139891,,,1.04468E-17,,,,,0.286445,0.0847671,1.5E-17,0.0788521,10.0343,9.85341,10.0343,9.85341,0.112284,0.146586,0,0.146586,0.124687,0,0,0,1.0447E-17,0.158472,0.286445,0.0847671,0,0,0,0,0.377349,0.371212,0.622651,0.00613717,1.04468E-17,0.286445,0.0847671,1.3818E-17,1.183E-18
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-1",0.0742,0,0.0742194,0.372063,0.290942,0.279425,1,1,0.658545,0.18814,,,0.00138676,,,,,0.122261,0.0366652,1.40E-17,0.39974,10.0648,9.84966,10.0648,9.84966,0.085555,0.150345,0,0.150345,0.143445,0,0,0,0.00138676,0.5,0.181817,0.0962212,0.119112,0,0,-1,0.290942,0.279425,0.709058,0.0115161,0.00138676,0.122261,0.0366652,8.4318E-18,5.615E-18
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-2",0.0248,0,0.0248087,0.52003,0.233376,0.206879,1,1,0.622031,0.280272,,,0.0118798,,,,,1.47759E-18,1.10135E-17,0,,10.0949,9.83903,10.0949,9.83903,0.0660382,0.160968,0,0.160968,0.162653,0,0,0,0.0118798,0.5,0.0974996,0.0974996,0.194999,0,0,-2,0.233376,0.206879,0.766624,0.026497,0.0118798,1.47759E-18,1.10135E-17,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-3",0.0058,0,0.00580412,0.657085,0.129652,0.0986632,1,1,0.604771,0.360259,,,0.0187051,,,,,1.59890E-18,7.01812E-18,1.67E-34,0.981203,10.0609,9.90488,10.0609,9.90488,0.0342473,0.0951201,0,0.0951201,0.0926638,0,0,0,0.0187051,0.5,0.0399791,0.0399791,0.0799581,0,0,-3,0.129652,0.0986632,0.870348,0.030989,0.0187051,1.59890E-18,7.01812E-18,3.1386E-36,1.638E-34
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-4",0.0008,0,0.000819528,0.780691,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,-4,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability0",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","High Quality Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 1",0.1748,0,0.17483,0.318051,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.27448,0.27448,0,0.27448,0,0,0,,0,0,0,0.27448,0,-1.16181,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 2",0.2123,0,0.21228,0.402076,0.447165,0.43432,1,1,0.604771,0.146932,,,0.00906135,,,,,0.325849,8.98358E-18,3.49E-17,0.140453,10,9.86777,10,9.86777,0.132223,0.0571878,0.345621,0.402809,0.0188854,0.355393,0,0,0.00906135,0.5,0.375554,0.0497048,0.0994096,0.377993,0,-0.54831,0.447165,0.43432,0.552835,0.0128448,0.00906135,0.325849,8.98358E-18,2.997E-17,4.897E-18
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 3",0.2258,0,0.22578,0.499996,1,0.952323,1,1,0.647097,0.170917,,,0.0194702,,,,,0.59527,0,0,,10.0762,9.63095,10.0762,9.63095,0.292849,0.123681,0.376143,0.499824,0.0487581,0.398245,0,0,0.0194702,0.5,0.764062,0.168792,0.337583,0.499996,0,2E-05,1,0.952323,0,0.0476766,0.0194702,0.59527,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 4",0.2123,0,0.21228,0.597924,1,0.929337,1,1,0.875483,0.198786,,,6.92144E-18,,,,,0,0.476867,0.45247,0.253652,10.3107,9.26419,10.3107,9.26419,0.425142,0.281773,0.19962,0.481393,0.310349,0.251581,0,0,6.9214E-18,0.781094,0,0.476867,0,0.622007,0,0.54831,1,0.929337,0,0.0706628,6.92144E-18,0,0.476867,0.3377,0.11477
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal 5",0.1748,0,0.17483,0.681949,1,0.905765,1,1,0.89142,0.226429,,,5.8451E-18,,,,,0,0.581805,0.32396,0.323841,10.5139,9.10307,10.5139,9.10307,0.383053,0.287332,0.186894,0.474226,0.293241,0.194981,0,0,5.8451E-18,0.835901,0,0.581805,0,0.72552,0,1.16181,1,0.905765,0,0.0942346,5.8451E-18,0,0.581805,0.219048,0.104912
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 1",0.2137,0,0.213659,0.12847,0.515005,0.515005,1,1,0.714614,0.1,,,8.30358E-18,,,,,0.342143,0,0.172862,0.00587851,9.79534,9.9983,9.79534,9.9983,0.20636,0.0499615,0.0717601,0.121722,0.0102446,0.0948939,0,0,8.3036E-18,0.1,0.342143,0,0,0.0586162,0,1.28737,0.515005,0.515005,0.484995,0,8.30358E-18,0.342143,0,0.171846,0.0010162
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 2",0.1989,0,0.198895,0.284476,0.603688,0.603688,1,1,0.735778,0.111363,,,8.83286E-18,,,,,0.353222,0,0.250466,0.11673,9.78592,9.95784,9.78592,9.95784,0.256246,0.0850458,0.220075,0.305121,0.0739896,0.302127,0,0,8.8329E-18,0.132805,0.353222,0,0,0.186556,0,0.575425,0.603688,0.603688,0.396312,0,8.83286E-18,0.353222,0,0.221229,0.0292369
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 3",0.1749,0,0.174895,0.5,0.721312,0.721312,1,1,0.764172,0.1,,,6.21631E-18,,,,,0.344294,0,0.377018,0.556167,10.0703,9.60015,10.0703,9.60015,0.329499,0.291435,0.4553,0.746735,0.387948,0.604381,0,0,6.2163E-18,0.1,0.344294,0,0,0.5,0,-6.47052E-16,0.721312,0.721312,0.278688,0,6.21631E-18,0.344294,0,0.167333,0.209685
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 4",0.1989,0,0.198895,0.715524,0.821658,0.821658,1,1,0.791759,0.225196,,,0.00407776,,,,,0,0.516529,0,,10.5458,9.20766,10.5458,9.20766,0.246497,0.221455,0.362376,0.583832,0.167355,0.312266,0,0,0.00407776,0.5,0.150526,0.667054,0.301051,0.813444,0,-0.575425,0.821658,0.821658,0.178342,0,0.00407776,0,0.516529,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal 5",0.2137,0,0.213657,0.87153,0.88053,0.670069,1,1,0.810234,0.360259,,,0.0257819,,,,,3.46798E-18,0.469031,1.16E-17,0.997019,10.6479,9.11948,10.6479,9.11948,0.23259,0.128744,0.330076,0.45882,0.0661091,0.24648,0,0,0.0257819,0.5,0.0876282,0.556659,0.175256,0.941384,0,-1.28736,0.88053,0.670069,0.11947,0.210461,0.0257819,3.46798E-18,0.469031,3.4553E-20,1.155E-17
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PDoesntFile",0.2922,0,0.292186,0.3518,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.316055,0.316055,0,0.316055,0,0,0,,0,0,0,0.316055,0,-0.915399,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","P Files",0.7078,0,0.707814,0.561176,1,0.936471,1,1,0.767552,0.189137,,,0.00892823,,,,,0.287606,0.286723,0.215718,0.279688,10.2444,9.4004,10.2444,9.4004,0.355186,0.212081,0.266997,0.479078,0.186724,0.294559,0,0,0.00892823,0.5,0.356354,0.355471,0.137497,0.575931,0,0.377883,1,0.936471,0,0.0635286,0.00892823,0.287606,0.286723,0.155384,0.0603337
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DDoesntAnswer",0.045,0,0.0449665,0.873553,1,0,1,1,,,,,0,,,,,0,0,0,,10.85,9,10.85,9,0.15,0.0572678,0.14141,0.198678,0.0572678,0.0212115,0,0,0,,0,0,0,0.942732,0,-0.99428,1,0,0,1,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","D Answers",0.6628,0,0.662848,0.539985,1,1,1,1,0.767552,0.189137,,,0.0095339,,,,,0.307116,0.306174,0.230352,0.279688,10.2033,9.42757,10.2033,9.42757,0.369106,0.222583,0.275517,0.4981,0.195506,0.313102,0,0,0.0095339,0.5,0.380528,0.379586,0.146824,0.551048,0,0.470969,1,1,0,0,0.0095339,0.307116,0.306174,0.165925,0.0644266
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Settles1",0.0063,0,0.00631952,0.84475,1,1,1,1,0.5,0.5,,,1,,,,,0,0,0,,10.35,9.35,10.35,9.35,0.3,0.052067,0.597933,0.65,0.0338436,0.388656,0,0,1,0.5,0,0,0,0.919897,0,-2.17604,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DoesntSettle1",0.6565,0,0.656528,0.537051,1,1,1,1,0.770127,0.186145,,,0,,,,,0.310072,0.309121,0.232569,0.279688,10.2019,9.42831,10.2019,9.42831,0.369771,0.224224,0.272414,0.496638,0.197062,0.312375,0,0,0,,0.384191,0.383239,0.148238,0.547497,0,0.496448,1,1,0,0,0,0.310072,0.309121,0.167523,0.0650468
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PAbandons1",0.2036,0,0.203571,0.291711,1,1,1,1,0.632715,0.103921,,,0,,,,,1,0,0,,9.85,9.85,9.85,9.85,0.3,0.115278,0.266201,0.381479,0.0172917,0.306131,0,0,0,,1,0,0,0.231479,0,0.723514,1,1,0,0,0,1,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PDoesntAbandon1",0.453,0,0.452957,0.647314,1,1,1,1,0.831884,0.223098,,,0,,,,,0,0.448048,0.337092,0.279688,10.3601,9.2388,10.3601,9.2388,0.401128,0.273187,0.275206,0.548393,0.277856,0.315182,0,0,0,,0.10743,0.555478,0.21486,0.689525,0,0.394398,1,1,0,0,0,0,0.448048,0.242812,0.0942806
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DDefaults1",0.2029,0,0.202946,0.803807,1,1,1,1,0.883471,0.291888,,,0,,,,,0,1,0,,10.85,8.85,10.85,8.85,0.3,0.262228,0.133166,0.395393,0.168396,0.0199749,0,0,0,,0,1,0,0.887772,0,0.00741795,1,1,0,0,0,0,1,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DDoesntDefault1",0.25,0,0.25001,0.52028,1,1,1,1,0.790009,0.167258,,,0,,,,,0,0,0.610727,0.279688,9.96238,9.5544,9.96238,9.5544,0.483218,0.282084,0.390507,0.672591,0.36671,0.554816,0,0,0,,0.194636,0.194636,0.389273,0.528597,0,0.708529,1,1,0,0,0,0,0,0.439915,0.170813
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","POrDQuits1",0.4065,0,0.406518,0.547365,1,1,1,1,0.7579,0.19776,,,0,,,,,0.500769,0.499231,0,,10.3492,9.35077,10.3492,9.35077,0.3,0.18864,0.199785,0.388425,0.0927277,0.163273,0,0,0,,0.500769,0.499231,0,0.559121,0,0.366017,1,1,0,0,0,0.500769,0.499231,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","P Loses",0.11,0,0.109983,0.283761,1,1,1,1,0.881032,0.104546,,,0,,,,,0,0,1,0,9.1,10.3,9.1,10.3,0.6,0,0.396095,0.396095,0,0.752581,0,0,0,,0,0,0,0.208471,0,2.41594,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","P Wins",0.0427,0,0.042705,0.567165,1,1,1,1,0.882328,0.101547,,,0,,,,,0,0,1,1,11.3,8.1,11.3,8.1,0.6,1.29008,0,1.29008,1.90223,0,0,0,0,,0,0,0,0.609916,0,1.57583,1,1,0,0,0,0,0,0,1
